structure_1,structure_2,pdd_emd,amd_dist,identical,very_similar,similar
cod-2300112,cod-2300116,0.11592027,0.1159202762635454,False,False,True
cod-2300112,cod-2300450,0.01731765,0.01731765191000001,False,True,True
cod-2300112,cod-4517837,0.9205939369659978,0.8888888888888888,False,False,False
cod-2300112,cod-9004178,0.00240859,0.0024085945686742605,False,True,True
cod-2300112,cod-9004179,0.00779999,0.007799999999999585,False,True,True
cod-2300112,cod-9004180,0.00528095,0.005280956648567425,False,True,True
cod-2300112,cod-9004181,0.02507734,0.025077344826288872,False,True,True
cod-2300112,cod-9008877,0.17812985,0.17812985418475868,False,False,True
cod-2300112,cod-9011662,0.17816534,0.17816534529807626,False,False,True
cod-2300113,cod-2300114,0.03242756,0.03242756772797595,False,True,True
